gene,ctrl_1,ctrl_2,ctrl_3,treat_1,treat_2,treat_3
Gene_061,124.58774890913521,94.50057887127339,91.26776905987074,107.74611646445611,112.14224794281537,107.97464597248137
Gene_062,70.02793376568562,89.8111543709565,77.65765976103586,97.39908025438477,94.36833722705286,81.30355690281083
Gene_063,169.17195719942245,163.71849115389986,173.68383540005766,183.86204957780177,164.45336590943396,179.35109152796784
Gene_064,98.21042282031398,95.58427068141495,102.44269540449281,93.16057577984465,97.97650595056658,91.5342200781499
Gene_065,111.78742778227101,92.4928119728244,85.14292137318127,94.27997556044933,91.01689595619882,89.93048045777489
Gene_066,137.5460794741715,138.9794895742103,126.09940099763199,125.64623006729046,128.65389550222082,108.38520082638142
Gene_067,55.986723124228874,84.80737642065964,87.58831088122723,68.64827335065061,76.90420337677206,74.25113529164976
Gene_068,201.11835519765833,181.52529622745172,169.05037119829828,160.7741427071017,154.26508391053022,172.36418347177818
Gene_069,53.61908909912259,46.96005945598888,54.71686770954036,50.36711651582168,78.05401290269127,69.99899412146013
Gene_070,197.9533140769114,212.83248187897783,198.80672356655376,189.42019847679495,213.26428126277415,203.42214092692416
Gene_071,155.46425385123405,163.93332861366252,157.08053286065103,152.00871808485525,175.09849086981504,184.9308817991999
Gene_072,65.82167649193444,85.43704459703157,73.30092653890759,74.9360983924789,73.88341298773716,71.1674445333277
Gene_073,51.31353384798862,42.51881640442998,53.53288582633874,50.32593647404899,48.43883709987626,41.75268094812438
Gene_074,166.5515009625418,179.87312652648268,177.32838614446894,162.5436618202396,173.3125373225174,179.833085501943
Gene_075,139.33454876592887,161.46220350094194,149.4023639876841,161.7345882630742,148.3960100117174,137.97978057049738
Gene_076,143.07565082731648,159.83192467276191,161.9483002233629,150.307908955104,165.73699979392183,142.7358745834585
Gene_077,165.0297540164187,153.5803900052673,159.17219092487028,166.16453871605603,157.08641835005236,161.84499656059361
Gene_078,71.16962585225797,55.33777906488207,69.46361888076497,49.80962921353738,66.40473953926639,75.52238396669256
Gene_079,79.053414280368,95.80090672693612,109.54058055344629,101.73940542121096,107.48131801535398,97.73000741448269
Gene_080,68.24625680349845,65.82358657484866,79.05817954536752,69.92456736178158,70.75638554952147,63.26158926754478
Gene_081,174.5894516406141,175.13993200314283,183.410035305122,175.2556690731364,182.36326245030315,200.21952186779342
Gene_082,152.20596605845063,140.2344837024553,155.50685824577315,139.41396529391818,123.11347367235516,133.41385591495967
Gene_083,80.92678451763882,96.11956888748429,99.8188875197929,116.3990768506502,102.903977465539,97.44369843980873
Gene_084,67.82780835473844,37.42239945282469,61.8898981239892,67.2424044817732,44.747890085105126,70.97129297497284
Gene_085,100.03231233229347,92.49446911834133,102.97516691841219,119.35427683539329,98.46601080793428,99.1295541203527
Gene_086,94.18388930860962,90.27905460936414,107.08085646945452,90.21666004492339,99.49316067620597,94.00092383636088
Gene_087,164.23072500817352,162.77754780357907,169.81632619328857,154.34076276216211,156.7421773977759,149.65328959288652
Gene_088,141.19068810252085,149.40662563373047,153.2035068697355,136.4119674615057,154.32967990433858,159.18999929133147
Gene_089,187.21626041868598,201.84986951202964,175.34401939541326,170.6353643533348,165.2947088974062,198.0423545013408
Gene_090,127.37589533783297,120.27639206518784,123.63192503749059,109.57734830130863,145.28975857046066,122.12445059404467
Gene_091,69.03308483679419,75.19680312973217,72.7492292081124,70.17797713353657,60.03439233629214,72.65382046210522
Gene_092,175.8069630481996,170.44091854499905,172.91858434984323,151.8745613191374,147.09066988086346,155.72884888245278
Gene_093,164.6750064154216,175.0596724772441,147.19311099538643,179.41326048714078,162.53767830674474,159.84894659306045
Gene_094,124.07053588282275,117.64301291676674,142.42328547504357,134.92475930730848,121.2919706380139,121.24079191478828
Gene_095,162.28723000028288,182.33529224607807,163.0491634795481,150.6136474620031,163.1876463523247,162.91784129570743
Gene_096,97.1004730252429,123.5263907894805,121.75999415257184,131.0314031027928,142.55890040411208,135.3349897501362
Gene_097,125.72103750175081,117.34466531988241,154.14352243979772,129.002108747444,128.5492173264286,128.1686735361991
Gene_098,116.112000361461,112.68754863454302,108.39453268498008,108.66256334137853,113.80362005162246,108.6969050424448
Gene_099,46.68441118484264,54.87717128853325,51.263096837405726,68.85279889744118,27.303170927684164,64.7279375308389
Gene_100,78.64456597397196,45.44981172491417,62.756838108192184,62.46930538903776,52.10859710181745,58.405547173086916
